fpr,tpr,std_fpr,std_tpr,type
0.0,0.0,0.0,0.0,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.005,0.02313575784650165,0.0,0.009865392686870271,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.01,0.032451384517500216,0.0,0.017863147619762567,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.015,0.03906182666513246,0.0,0.018669769156989802,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.02,0.04807613774555923,0.0,0.022885537275510116,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.025,0.053935377902320045,0.0,0.02362002274370397,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.03,0.05949375370862975,0.0,0.02431530421033447,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.035,0.06505337042527125,0.0,0.022665089830091068,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.04,0.07076234762185177,0.0,0.023330980264040426,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.045,0.07677196354882306,0.0,0.025428464857540464,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.05,0.08308221820618515,0.0,0.02579993989409891,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.05500000000000001,0.09284705441730234,6.938893903907228e-18,0.02786244026980213,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.06,0.09855648285400351,0.0,0.026414900080352133,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.065,0.10441617425088501,0.0,0.027817411941711973,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.07,0.10847259731557253,0.0,0.029570198415317824,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.075,0.11252913319029023,0.0,0.029308723766174296,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.08,0.12034043810903317,0.0,0.029761478059732265,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.085,0.12680061729648506,0.0,0.03120821631073069,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.09,0.1344616592550477,0.0,0.03329985375096712,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.095,0.1412231540330714,0.0,0.030688289670801883,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.1,0.14467818682694716,0.0,0.03125943121060452,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.10500000000000001,0.14903457176184448,1.3877787807814457e-17,0.03164653468062824,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.11000000000000001,0.15429332412803487,1.3877787807814457e-17,0.029456868455045283,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.11500000000000002,0.16195605823704998,1.3877787807814457e-17,0.02829421880058035,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.12,0.1657121810014372,0.0,0.028390229973400738,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.125,0.17307416357003133,0.0,0.028577254543721772,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.13,0.17743066131495885,0.0,0.030917991092029667,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.135,0.18464170406319166,0.0,0.031578337550314105,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.14,0.19110233449076425,0.0,0.029667217364818227,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.145,0.19635928189647198,0.0,0.03147870042447255,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.15,0.20537426983707974,0.0,0.030738162620347568,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.155,0.2143893705877177,0.0,0.02849391436077569,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.16,0.2219004880161905,0.0,0.030471846446193405,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.165,0.2273091649124707,0.0,0.0300909718141895,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.17,0.23497122216130478,0.0,0.033153952981684644,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.17500000000000002,0.24038001186761515,0.0,0.03354573897870076,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.18,0.24533846393350528,0.0,0.03392320657362472,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.185,0.25164849297080705,0.0,0.036553446737465495,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.19,0.25645656926648663,0.0,0.03342522540513109,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.195,0.2627668239238487,0.0,0.032354369789005605,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.2,0.2677245991295578,0.0,0.03290311594819764,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.205,0.2743352668972504,0.0,0.03285449064981987,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.21000000000000002,0.2792934933430801,2.7755575615628914e-17,0.03449286830034611,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.215,0.28515273349984094,0.0,0.035742215390767024,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.22000000000000003,0.2916117845869913,2.7755575615628914e-17,0.036488206235360705,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.225,0.29672027399300127,0.0,0.036507961283098925,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.23000000000000004,0.30212906369931164,2.7755575615628914e-17,0.036221159741421816,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.23499999999999996,0.30678631298466014,2.7755575615628914e-17,0.03626278218226629,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.24,0.3117449906706105,0.0,0.03444787617179407,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.24500000000000002,0.3164021271459288,2.7755575615628914e-17,0.03466092560063388,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.25,0.32015847553037635,0.0,0.03556434151213739,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.255,0.32346347098413214,0.0,0.03581459358454195,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.26,0.32751966842875935,0.0,0.036675070767184216,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.265,0.3308251151226358,0.0,0.03733107295303883,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.27,0.33443086211681256,0.0,0.0365443283078195,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.275,0.3392389384124922,0.0,0.035355255316388993,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.28,0.34389551083765957,0.0,0.036645730491041785,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.28500000000000003,0.34750137064186654,0.0,0.03539320316530123,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.29,0.35516421756091177,0.0,0.035892487766593595,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.295,0.36432811474133786,0.0,0.03516929479201826,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.3,0.37048833205858,0.0,0.03446738210932294,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.305,0.37454407826308656,0.0,0.03531557432825773,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.31,0.3790515158283753,0.0,0.03457474618553335,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.315,0.38416023085444573,0.0,0.03411097402400185,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.32,0.3892690586905463,0.0,0.0344114038506891,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.325,0.3945279238667668,0.0,0.03335043250768751,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.33,0.3991859628223265,0.0,0.03274698872078107,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.335,0.40204050782563183,0.0,0.03362347965222631,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.34,0.40850125106323454,0.0,0.03384914399720715,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.34500000000000003,0.4136095148491842,0.0,0.034255105503594924,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.35000000000000003,0.4169140590628194,0.0,0.03403805671222707,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.355,0.4209703693174768,0.0,0.033566308712302026,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.36,0.42788133738546963,0.0,0.031614054563123245,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.365,0.43313817198114724,0.0,0.03414470929167496,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.37,0.43809662404703725,0.0,0.03501278168602893,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.375,0.4426040616123261,0.0,0.035112031315367644,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.38,0.4459095083062025,0.0,0.03546324454862244,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.385,0.45191889861311346,0.0,0.03711753707065664,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.39,0.4564263361784023,0.0,0.036033685947501094,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.395,0.46198561446495334,0.0,0.03592683629026853,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.4,0.4684465833226164,0.0,0.0386085533217041,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.4050000000000001,0.47220270608700365,5.551115123125783e-17,0.037818011714283686,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.41,0.4755082655909103,0.0,0.038326687235863265,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.4149999999999999,0.4816683700981222,5.551115123125783e-17,0.03883988340097522,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.42000000000000004,0.48572501878287,5.551115123125783e-17,0.03788593814782398,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.425,0.4912844098794512,0.0,0.03930623743581259,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.43,0.4980454534173543,0.0,0.03744686051746136,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.43499999999999994,0.5019515007118314,5.551115123125783e-17,0.03614414974685605,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.44000000000000006,0.5076601394783212,5.551115123125783e-17,0.037043677798328525,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.445,0.5123180656238506,0.0,0.03658914011269839,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.45,0.5178772311003714,0.0,0.03565404917744231,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.45499999999999996,0.5232860208066821,5.551115123125783e-17,0.03581700885920683,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.4600000000000001,0.5286949233230225,5.551115123125783e-17,0.03480652621165741,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.465,0.5332024736983415,0.0,0.03574295291658542,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.4699999999999999,0.538762090414983,5.551115123125783e-17,0.036599515494538,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.475,0.5422175744489794,0.0,0.036493825091087014,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.48,0.544922307732225,0.0,0.03667019837607814,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.485,0.5489794076570936,0.0,0.03595741929695813,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.49000000000000005,0.5519844412406396,5.551115123125783e-17,0.03665119194563107,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.495,0.5585946577682115,0.0,0.03768252777661929,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5,0.5623503292924781,0.0,0.03721942293499169,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.505,0.5661058880067145,0.0,0.037799623603479215,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.51,0.568359719599389,0.0,0.037140189024418305,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.515,0.5725666312443172,0.0,0.03743906403054408,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.52,0.576773317269185,0.0,0.035728826266255564,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.525,0.5794777121223402,0.0,0.03595421281866013,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.53,0.5865398456307547,0.0,0.033415677583113645,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.535,0.5923989729774852,0.0,0.03273647220207166,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.54,0.5978071986336448,0.0,0.03193213642711648,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.545,0.6066710211338311,0.0,0.03080323767939907,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.55,0.6122290585100502,0.0,0.030824326723824166,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.555,0.6150836035133556,0.0,0.02978216517694463,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.56,0.61763739697624,0.0,0.028914181791572107,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5650000000000001,0.622595172181949,0.0,0.029757265417780662,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5700000000000001,0.6289048627891602,0.0,0.031149749832445207,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5750000000000001,0.634764666996072,0.0,0.03133764261556338,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.58,0.6416748453938537,0.0,0.031510774931848194,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.585,0.6466325077895325,0.0,0.03287597637805178,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.59,0.6509899080147014,0.0,0.0305465716149503,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.595,0.6572999370520032,0.0,0.030412852968355872,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.6,0.6622578250677424,0.0,0.029085589434938434,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.605,0.6664643982825801,0.0,0.029382041329550905,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.61,0.6697697321664264,0.0,0.029826012732866433,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.615,0.6748775447122555,0.0,0.028373759889509506,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.62,0.6799856956881751,0.0,0.028841617009163198,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.625,0.6853944853944853,0.0,0.026610046014167527,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.63,0.6906530121406154,0.0,0.025942455823983045,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.635,0.6951601112758138,0.0,0.026267649945401435,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.64,0.6996666463608614,0.0,0.026381373484930835,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.645,0.7049243834367801,0.0,0.027320600159003706,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.65,0.7094315953820086,0.0,0.027734245884207438,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.655,0.7161925261098815,0.0,0.02527462694614231,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.66,0.7206999636751703,0.0,0.024542161180936183,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.665,0.7241555605191968,0.0,0.0240438063098455,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.67,0.7265594294519915,0.0,0.024121097987698382,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.675,0.7300151391060481,0.0,0.024699840453189334,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.68,0.7343717496610058,0.0,0.0251015704812005,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.685,0.7379774966551826,0.0,0.0252841353336605,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.6900000000000001,0.7450390661134462,0.0,0.026159679577418653,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.6950000000000001,0.751349772010929,0.0,0.025089455792350744,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.7000000000000001,0.7549558574351962,0.0,0.022954504411910954,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.705,0.7588622431597638,0.0,0.02112731801242455,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.71,0.7636702066454133,0.0,0.02128706248181375,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.715,0.7690787707316633,0.0,0.021806232013278956,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.72,0.7741868088975528,0.0,0.022202121584185996,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.725,0.7773423310613394,0.0,0.018960911418009735,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.73,0.7815490170862072,0.0,0.019325527773726713,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.735,0.7863570933818869,0.0,0.020764349856300338,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.74,0.7917662215182876,0.0,0.023522170417646766,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.745,0.797625123244958,0.0,0.02343066520382586,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.75,0.8018318092698259,0.0,0.022680666092495954,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.755,0.8051365791035213,0.0,0.023080225263372386,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.76,0.8088927018679085,0.0,0.021723459397278454,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.765,0.8115972095310939,0.0,0.02240647049112402,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.77,0.8153529938653905,0.0,0.020580078540499248,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.775,0.8192593795899581,0.0,0.020776366047321013,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.78,0.8231658781245559,0.0,0.021859868787089697,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.785,0.8269216624588525,0.0,0.02066123977169333,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.79,0.8324807151253433,0.0,0.021286279172596918,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.795,0.8359366503994604,0.0,0.021623159808984854,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8,0.8392420970933367,0.0,0.021445776310366184,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.805,0.8441998722990458,0.0,0.021339034065422677,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8100000000000002,0.8494587374752663,1.1102230246251565e-16,0.02200781294534008,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8150000000000001,0.8532145218095633,0.0,0.020312631264767657,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8200000000000001,0.8583226727854827,0.0,0.021337218227431492,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.825,0.8616277810492686,1.1102230246251565e-16,0.021124448893503473,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8300000000000001,0.8655340539638061,0.0,0.022802920708217257,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.835,0.871843518950957,0.0,0.022971566317189433,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8400000000000001,0.8748485525345029,1.1102230246251565e-16,0.02400375857526441,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.845,0.8789048627891602,0.0,0.02398928144500804,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.85,0.8804070411508429,0.0,0.0249316570507539,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8550000000000001,0.8825103841632768,1.1102230246251565e-16,0.02558065124775413,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.86,0.8864168826978744,0.0,0.024343886392490206,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.865,0.8904738698127128,0.0,0.02504578585590869,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8699999999999999,0.895582359218723,1.1102230246251565e-16,0.024661017909371034,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.875,0.9012919004654542,0.0,0.02506168360161179,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8800000000000001,0.9063996002012532,1.1102230246251565e-16,0.024266902798901882,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.885,0.9100055728154901,0.0,0.024293082827093852,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.89,0.9139113944899069,0.0,0.023859246110238104,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8949999999999999,0.9166155637230016,1.1102230246251565e-16,0.023714387524773468,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9,0.9209727383281102,0.0,0.02183694572739396,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.905,0.9248792368627079,0.0,0.02184948815690822,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9099999999999999,0.9287851713471549,1.1102230246251565e-16,0.02117007894761597,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.915,0.9335933604528645,0.0,0.01953313639819611,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9200000000000002,0.9373497088373121,1.1102230246251565e-16,0.019583976754080336,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.925,0.9420069581226607,0.0,0.018704721827827595,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.93,0.944861503125966,0.0,0.01780935636856788,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9350000000000002,0.9493684894511342,1.1102230246251565e-16,0.01687907920304344,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9399999999999998,0.953124499405491,1.1102230246251565e-16,0.014713439922931911,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.945,0.9564299460993675,0.0,0.014959464873053713,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.95,0.9591341153324624,0.0,0.014697881630655532,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9549999999999998,0.9624392235962483,1.1102230246251565e-16,0.014089495499988466,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.96,0.9654439187497038,0.0,0.012778584220825293,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9650000000000001,0.9714528578164943,1.1102230246251565e-16,0.011034296644296454,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.97,0.9753592435410617,0.0,0.010219937648956099,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.975,0.9792659676957196,0.0,0.00893672080830315,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9800000000000001,0.9822702116090547,1.1102230246251565e-16,0.009295729704288712,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.985,0.9861768229536825,0.0,0.008627548188829824,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.99,0.9888813306168679,0.0,0.007668432850787038,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9949999999999999,0.9939897072128476,1.1102230246251565e-16,0.004432350066248941,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
1.0,1.0,0.0,0.0,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
